user_id,avg_decision_time,risk_score,exploration_score,curiosity_score,information_score,time_pressure_efficiency,decision_consistency,decision_variance,risk_shift_over_time,hint_dependency_curve,exploration_depth,pressure_success_rate,option_entropy,timeout_rate,path_unlock_rate,event_count,confidence,curiosity,emotional_safety,exploratory_power
TCBIS0896,4.898,0.523,0.461,0.123,0.194,0.644,0.66,0.323,-0.134,-0.291,0.304,0.764,0.764,0.16,0.012,24,7.1,3.65,7.62,4.93
TCBIS0897,4.052,0.116,0.711,0.768,0.731,0.789,1.0,0.037,0.228,0.329,0.614,0.903,0.538,0.006,0.435,10,8.57,7.11,6.29,6.28
TCBIS0898,4.45,0.628,0.936,0.301,0.494,0.455,0.834,0.222,-0.547,-0.157,0.703,0.244,0.756,0.186,0.269,19,5.65,5.26,6.68,7.71
TCBIS0899,2.757,0.564,0.263,0.885,0.63,0.774,0.881,0.15,-0.211,0.56,0.316,0.792,0.81,0.053,0.413,18,9.15,7.12,7.02,5.16
TCBIS0900,4.222,0.149,0.396,0.24,0.625,0.604,0.669,0.318,0.252,0.541,0.301,0.527,0.941,0.392,0.124,23,6.52,5.06,5.21,5.11
TCBIS0901,9.605,0.248,0.537,0.879,0.684,0.525,0.929,0.086,-0.491,-0.163,0.477,0.753,0.793,0.472,0.365,22,6.4,7.4,5.75,6.61
TCBIS0902,4.253,0.761,0.147,0.844,0.93,0.687,0.825,0.102,-0.231,0.086,0.371,0.647,0.921,0.367,0.786,15,8.52,7.03,5.81,6.13
TCBIS0903,8.719,0.477,0.919,0.655,0.458,0.449,0.78,0.214,-0.463,0.338,0.756,0.567,0.815,0.181,0.454,10,7.03,4.88,7.85,7.68
TCBIS0904,1.203,0.219,0.506,0.851,0.903,0.5,0.859,0.171,0.108,0.559,0.347,0.004,0.536,0.343,0.053,17,6.18,7.3,6.1,5.11
TCBIS0905,9.592,0.624,0.41,0.253,0.349,0.555,0.983,0.049,-0.201,0.381,0.379,0.894,0.761,0.053,0.322,20,7.13,5.13,6.84,6.02
TCBIS0906,11.127,0.719,0.319,0.808,0.871,0.315,0.794,0.278,0.197,0.468,0.42,0.362,0.861,0.406,0.607,19,4.31,7.73,5.54,5.66
TCBIS0907,2.678,0.268,0.263,0.229,0.627,0.779,0.924,0.139,-0.381,-0.301,0.272,0.798,0.854,0.027,0.29,19,9.3,5.14,6.81,4.94
TCBIS0908,5.967,0.414,0.353,0.507,0.563,0.595,0.524,0.547,-0.384,-0.217,0.244,0.655,0.916,0.161,0.043,11,6.51,5.69,6.75,5.07
TCBIS0909,2.171,0.513,0.936,0.522,0.733,0.834,0.961,0.091,-0.096,-0.156,0.783,0.857,0.798,0.243,0.499,15,8.27,5.28,7.06,8.59
TCBIS0910,4.648,0.755,0.371,0.327,0.528,0.488,0.947,0.053,-0.225,0.457,0.373,0.324,0.027,0.119,0.377,21,6.72,5.88,7.28,5.2
TCBIS0911,2.274,0.484,0.04,0.405,0.553,0.729,0.825,0.196,0.403,0.325,0.135,0.671,0.394,0.228,0.312,24,7.47,4.96,7.53,3.13
TCBIS0912,1.345,0.144,0.288,0.685,0.701,0.798,0.771,0.266,-0.397,0.334,0.394,0.722,0.401,0.488,0.591,13,7.86,6.56,6.44,4.97
TCBIS0913,7.848,0.612,0.561,0.266,0.612,0.434,1.0,0.05,0.263,0.049,0.5,0.432,0.838,0.532,0.387,13,5.3,4.9,5.64,5.97
TCBIS0914,5.932,0.748,0.434,0.375,0.502,0.476,0.961,0.045,-0.261,0.222,0.323,0.402,0.822,0.048,0.116,12,7.86,5.22,5.78,5.45
TCBIS0915,3.212,0.288,0.469,0.684,0.573,0.712,0.873,0.163,-0.512,0.106,0.365,0.703,0.576,0.028,0.173,18,7.59,6.31,7.62,4.89
TCBIS0916,1.936,0.704,0.75,0.434,0.609,0.687,0.882,0.148,-0.53,0.626,0.671,0.54,0.789,0.266,0.525,14,6.2,5.14,5.9,7.61
TCBIS0917,8.366,0.53,0.512,0.172,0.234,0.575,0.688,0.313,0.017,0.505,0.376,0.87,0.756,0.037,0.123,14,7.74,4.03,6.56,4.89
TCBIS0918,8.917,0.524,0.236,0.428,0.402,0.536,0.22,0.724,0.193,0.197,0.189,0.787,0.721,0.12,0.102,11,6.94,5.44,5.74,3.75
TCBIS0919,11.381,0.471,0.514,0.629,0.723,0.27,0.82,0.213,0.418,0.038,0.42,0.315,0.604,0.063,0.245,14,5.45,6.99,6.18,6.28
TCBIS0920,3.537,0.554,0.606,0.429,0.266,0.354,0.858,0.173,0.444,0.32,0.407,0.0,0.34,0.475,0.036,24,5.39,5.07,5.6,5.71
TCBIS0921,7.59,0.687,0.225,0.832,0.645,0.492,1.0,0.034,0.357,0.114,0.273,0.533,0.435,0.36,0.361,12,6.46,6.94,5.22,4.83
TCBIS0922,2.025,0.537,0.75,0.862,0.569,0.733,0.924,0.153,0.057,0.169,0.522,0.658,0.949,0.177,0.099,14,8.43,7.2,6.88,7.47
TCBIS0923,6.935,0.465,0.508,0.809,0.632,0.32,0.779,0.255,-0.496,0.184,0.384,0.104,0.767,0.166,0.154,19,5.34,7.0,6.85,5.64
TCBIS0924,5.036,0.647,0.659,0.509,0.504,0.646,0.694,0.335,-0.387,0.451,0.515,0.71,0.896,0.158,0.249,14,8.16,5.91,6.2,5.88
TCBIS0925,2.059,0.404,0.407,0.161,0.375,0.633,0.722,0.291,0.052,0.606,0.325,0.482,0.451,0.533,0.173,24,6.49,3.08,6.81,5.02
TCBIS0926,10.434,0.598,0.559,0.67,0.351,0.506,0.744,0.243,-0.547,0.004,0.41,0.848,0.509,0.154,0.132,18,6.51,5.42,6.49,5.0
TCBIS0927,2.792,0.824,0.842,0.57,0.587,0.767,0.492,0.464,-0.066,0.278,0.625,0.788,0.541,0.12,0.222,12,7.47,4.68,5.03,7.39
TCBIS0928,6.795,0.705,0.288,0.299,0.562,0.325,0.878,0.186,0.276,0.23,0.246,0.121,0.614,0.266,0.169,10,5.91,4.62,6.4,4.06
TCBIS0929,5.62,0.15,0.233,0.498,0.247,0.538,0.839,0.1,0.015,0.308,0.204,0.572,0.353,0.154,0.151,11,7.15,5.03,5.89,4.64
TCBIS0930,11.34,0.768,0.302,0.434,0.576,0.219,0.91,0.103,0.128,-0.151,0.319,0.23,0.591,0.141,0.351,24,5.63,5.25,6.33,5.04
TCBIS0931,7.312,0.794,0.032,0.785,0.383,0.581,0.42,0.558,0.032,-0.109,0.132,0.769,0.619,0.223,0.318,22,7.08,6.48,5.86,3.98
TCBIS0932,1.981,0.499,0.672,0.88,0.425,0.759,0.559,0.492,0.007,0.221,0.547,0.744,0.878,0.103,0.316,22,7.23,8.13,6.95,7.0
TCBIS0933,10.179,0.648,0.429,0.569,0.384,0.352,1.0,0.07,-0.266,0.242,0.345,0.48,0.582,0.184,0.19,19,6.4,6.43,7.16,5.14
TCBIS0934,2.425,0.32,0.929,0.377,0.285,0.517,0.579,0.362,-0.379,0.588,0.697,0.273,0.729,0.037,0.265,22,6.88,5.98,6.46,8.05
TCBIS0935,2.797,0.593,0.25,0.532,0.331,0.738,0.928,0.091,0.518,-0.238,0.201,0.782,0.635,0.02,0.11,17,8.37,5.36,6.56,5.16
TCBIS0936,8.254,0.217,0.343,0.838,0.452,0.471,0.761,0.229,0.314,0.38,0.289,0.582,0.776,0.25,0.189,18,6.12,6.74,6.02,5.45
TCBIS0937,9.213,0.629,0.16,0.233,0.191,0.523,0.943,0.076,-0.515,0.111,0.237,0.829,0.874,0.211,0.379,24,6.71,3.74,7.06,4.88
TCBIS0938,4.87,0.465,0.813,0.423,0.647,0.654,0.982,0.022,0.329,0.37,0.741,0.685,0.731,0.033,0.608,19,8.2,4.5,6.69,7.95
TCBIS0939,9.311,0.458,0.722,0.457,0.358,0.394,0.799,0.203,0.216,-0.188,0.558,0.513,0.418,0.13,0.253,12,5.18,5.17,8.02,6.26
TCBIS0940,3.775,0.283,0.109,0.894,0.772,0.771,0.81,0.249,-0.401,-0.346,0.221,0.832,0.402,0.002,0.429,15,7.81,6.83,7.71,4.42
TCBIS0941,3.253,0.455,0.821,0.637,0.433,0.665,0.914,0.091,-0.268,-0.235,0.661,0.632,0.689,0.014,0.363,23,7.69,6.28,7.72,6.92
TCBIS0942,3.036,0.37,0.508,0.607,0.558,0.605,0.851,0.069,0.205,-0.011,0.453,0.455,0.713,0.132,0.351,11,6.57,6.81,7.64,5.82
TCBIS0943,9.357,0.663,0.898,0.716,0.448,0.29,0.865,0.119,-0.024,0.587,0.658,0.264,0.261,0.192,0.212,19,4.75,7.45,5.81,7.55
TCBIS0944,5.494,0.191,0.068,0.422,0.248,0.599,0.567,0.392,0.485,-0.165,0.157,0.699,0.8,0.46,0.322,17,7.43,4.93,5.8,3.68
TCBIS0945,6.783,0.391,0.675,0.328,0.291,0.578,0.779,0.219,-0.407,0.315,0.623,0.741,0.839,0.067,0.525,20,6.99,4.62,7.21,7.51
TCBIS0946,5.441,0.272,0.25,0.172,0.241,0.579,0.82,0.196,0.516,-0.178,0.263,0.652,0.638,0.664,0.286,22,6.78,3.28,5.15,4.2
TCBIS0947,2.441,0.092,0.685,0.456,0.362,0.731,0.774,0.17,0.091,0.194,0.684,0.731,0.692,0.379,0.682,19,7.42,5.1,5.41,6.98
TCBIS0948,10.34,0.872,0.208,0.522,0.698,0.238,0.952,0.082,0.18,0.184,0.222,0.17,0.877,0.49,0.249,13,4.45,5.49,5.06,4.41
TCBIS0949,7.318,0.342,0.295,0.747,0.591,0.338,0.775,0.228,-0.006,0.506,0.273,0.182,0.708,0.41,0.231,23,6.01,6.69,6.75,5.17
TCBIS0950,11.171,0.185,0.686,0.826,0.583,0.312,0.79,0.205,0.378,0.188,0.669,0.424,0.507,0.228,0.638,18,5.51,7.05,5.78,6.83
TCBIS0951,1.467,0.38,0.835,0.447,0.582,0.675,0.566,0.428,0.231,0.295,0.581,0.483,0.983,0.453,0.109,18,5.99,6.01,6.32,7.63
TCBIS0952,6.15,0.374,0.964,0.439,0.638,0.458,0.905,0.092,0.04,0.448,0.65,0.348,0.42,0.047,0.068,11,7.62,5.47,7.16,7.22
TCBIS0953,2.108,0.477,0.426,0.605,0.75,0.632,0.735,0.295,-0.267,-0.328,0.394,0.401,0.644,0.165,0.336,17,7.82,6.22,7.15,6.06
TCBIS0954,9.374,0.56,0.232,0.595,0.276,0.491,0.753,0.317,-0.149,-0.343,0.171,0.751,0.8,0.078,0.057,13,6.3,4.98,6.99,4.45
TCBIS0955,9.151,0.293,0.376,0.697,0.85,0.543,0.858,0.167,-0.407,-0.132,0.285,0.721,0.572,0.393,0.115,12,6.5,6.6,6.81,4.3
TCBIS0956,4.139,0.283,0.748,0.101,0.195,0.525,1.0,0.034,0.391,0.336,0.632,0.442,0.504,0.096,0.417,23,6.87,4.97,6.36,7.0
TCBIS0957,5.172,0.788,0.293,0.3,0.409,0.483,0.957,0.116,0.236,0.597,0.377,0.381,0.479,0.102,0.533,14,7.02,4.67,4.7,4.96
TCBIS0958,8.482,0.502,0.256,0.91,0.676,0.429,0.889,0.138,0.244,0.028,0.283,0.455,0.704,0.086,0.333,15,7.34,7.43,6.8,5.33
TCBIS0959,7.053,0.639,0.337,0.62,0.389,0.603,0.795,0.174,0.047,-0.276,0.356,0.795,0.16,0.291,0.392,14,7.45,6.1,6.95,4.74
TCBIS0960,3.478,0.564,0.425,0.749,0.35,0.46,0.906,0.15,-0.246,-0.258,0.335,0.213,0.581,0.293,0.169,11,6.76,5.74,6.22,5.39
TCBIS0961,8.286,0.604,0.961,0.381,0.557,0.488,0.973,0.03,0.364,0.598,0.771,0.597,0.817,0.572,0.417,21,5.73,5.65,5.86,9.0
TCBIS0962,3.113,0.882,0.498,0.509,0.49,0.562,0.672,0.391,-0.002,0.237,0.519,0.38,0.921,0.368,0.557,16,6.47,5.65,4.52,6.34
TCBIS0963,2.04,0.77,0.581,0.05,0.523,0.742,0.69,0.304,0.197,0.354,0.504,0.689,0.706,0.238,0.362,16,7.92,3.4,5.21,6.57
TCBIS0964,7.875,0.698,0.29,0.354,0.706,0.593,1.0,0.029,0.16,0.465,0.22,0.766,0.509,0.102,0.089,18,7.68,6.08,6.57,4.08
TCBIS0965,5.506,0.22,0.305,0.384,0.263,0.508,0.407,0.538,0.411,-0.063,0.32,0.495,0.563,0.177,0.347,12,6.4,4.48,5.34,5.02
TCBIS0966,3.494,0.747,0.112,0.424,0.381,0.679,0.689,0.376,-0.117,0.08,0.181,0.693,0.237,0.048,0.308,10,7.48,4.65,6.91,3.62
TCBIS0967,2.099,0.174,0.532,0.103,0.326,0.65,0.477,0.572,0.465,-0.119,0.464,0.534,0.513,0.26,0.338,20,7.06,3.68,5.02,6.0
TCBIS0968,5.319,0.1,0.408,0.483,0.612,0.49,0.687,0.302,0.076,0.532,0.332,0.361,0.444,0.219,0.192,22,6.81,6.29,5.83,5.61
TCBIS0969,4.634,0.598,0.849,0.842,0.925,0.721,0.755,0.176,-0.19,0.193,0.652,0.753,0.65,0.115,0.285,10,8.96,7.36,6.39,7.69
TCBIS0970,1.876,0.363,0.579,0.427,0.532,0.743,0.57,0.473,-0.075,-0.201,0.444,0.678,0.729,0.216,0.194,11,7.19,4.86,6.4,6.58
TCBIS0971,11.381,0.521,0.137,0.403,0.456,0.211,0.674,0.262,-0.053,0.579,0.173,0.243,0.588,0.099,0.241,13,5.27,4.76,6.75,3.31
TCBIS0972,1.526,0.54,0.189,0.667,0.714,0.687,0.851,0.209,0.212,0.091,0.157,0.485,0.318,0.048,0.098,15,8.16,6.52,6.63,3.56
TCBIS0973,6.766,0.499,0.177,0.58,0.498,0.345,0.916,0.062,-0.451,0.007,0.247,0.176,0.761,0.271,0.376,17,4.8,6.59,7.31,4.71
TCBIS0974,8.564,0.347,0.848,0.687,0.371,0.343,0.418,0.618,-0.115,0.473,0.65,0.339,0.397,0.029,0.281,11,6.52,5.97,6.34,7.64
TCBIS0975,4.093,0.214,0.89,0.768,0.581,0.705,1.0,0.031,-0.081,0.41,0.763,0.752,0.892,0.094,0.527,24,8.02,6.25,6.74,8.19
TCBIS0976,8.699,0.147,0.224,0.452,0.518,0.201,0.416,0.58,0.511,-0.18,0.246,0.0,0.533,0.401,0.286,12,3.96,4.72,4.62,4.11
TCBIS0977,10.571,0.764,0.521,0.837,0.463,0.396,0.925,0.149,-0.453,-0.043,0.39,0.591,0.606,0.238,0.146,24,5.56,6.79,5.14,5.24
TCBIS0978,3.242,0.134,0.987,0.652,0.693,0.496,0.839,0.198,-0.139,-0.263,0.749,0.198,0.896,0.22,0.306,21,7.11,6.97,5.48,6.73
TCBIS0979,8.92,0.588,0.121,0.746,0.646,0.475,0.306,0.645,-0.404,-0.292,0.221,0.598,0.686,0.399,0.408,13,5.55,5.87,5.33,4.92
TCBIS0980,4.854,0.379,0.271,0.748,0.752,0.431,0.845,0.133,0.446,0.302,0.213,0.163,0.817,0.236,0.106,16,5.96,6.69,6.58,5.87
TCBIS0981,4.76,0.448,0.858,0.614,0.683,0.686,0.784,0.21,0.548,-0.252,0.576,0.739,0.223,0.06,0.053,14,7.75,5.97,6.91,5.86
TCBIS0982,6.295,0.589,0.494,0.68,0.683,0.49,0.673,0.28,0.165,0.293,0.396,0.422,0.848,0.406,0.213,20,6.18,7.58,6.12,5.77
TCBIS0983,5.497,0.612,0.665,0.572,0.397,0.697,0.918,0.122,-0.256,0.387,0.447,0.883,0.409,0.134,0.043,15,8.21,6.24,6.84,5.8
TCBIS0984,5.644,0.267,0.122,0.64,0.508,0.563,0.743,0.288,0.04,0.419,0.146,0.572,0.581,0.161,0.19,13,6.86,6.18,6.02,4.17
TCBIS0985,7.947,0.497,0.432,0.311,0.647,0.521,0.733,0.208,-0.476,0.49,0.388,0.626,0.659,0.075,0.307,12,6.97,5.21,7.08,5.74
TCBIS0986,3.546,0.337,0.47,0.057,0.366,0.576,0.751,0.239,0.532,0.042,0.413,0.472,0.879,0.214,0.308,15,6.96,3.47,5.98,5.91
TCBIS0987,8.119,0.327,0.831,0.633,0.803,0.353,0.479,0.444,0.376,0.209,0.642,0.23,0.444,0.417,0.29,12,5.5,5.97,6.32,7.11
TCBIS0988,4.195,0.676,0.849,0.632,0.673,0.565,0.596,0.352,-0.111,0.325,0.594,0.429,0.457,0.173,0.12,10,6.0,6.85,6.64,6.12
TCBIS0989,7.068,0.369,0.689,0.458,0.491,0.529,0.681,0.262,-0.138,0.344,0.632,0.61,0.94,0.166,0.527,21,6.96,4.78,6.35,7.38
TCBIS0990,4.337,0.279,0.736,0.648,0.604,0.583,0.341,0.615,-0.013,-0.313,0.521,0.496,0.842,0.086,0.122,15,7.02,6.9,6.23,6.41
TCBIS0991,2.587,0.138,0.479,0.479,0.561,0.758,0.736,0.219,-0.418,0.166,0.423,0.758,0.801,0.174,0.318,12,8.84,5.76,6.76,5.14
TCBIS0992,10.555,0.656,0.588,0.594,0.425,0.217,0.775,0.19,0.519,0.387,0.481,0.2,0.843,0.138,0.281,13,5.04,5.8,5.7,6.49
TCBIS0993,7.238,0.845,0.49,0.554,0.539,0.351,0.62,0.423,0.292,0.124,0.406,0.218,0.643,0.261,0.249,18,6.35,6.35,5.7,5.63
TCBIS0994,2.395,0.837,0.703,0.258,0.596,0.653,1.0,0.02,0.521,-0.157,0.597,0.502,0.568,0.362,0.399,12,7.53,5.38,5.59,6.2
TCBIS0995,4.276,0.123,0.693,0.152,0.232,0.369,0.75,0.179,0.052,0.449,0.489,0.097,0.168,0.081,0.111,10,5.92,4.74,6.47,5.07
TCBIS0996,4.552,0.749,0.067,0.582,0.673,0.559,1.0,0.017,-0.31,0.373,0.136,0.443,0.768,0.031,0.263,10,7.5,7.37,6.86,4.24
TCBIS0997,5.3,0.671,0.502,0.642,0.395,0.447,0.775,0.262,0.374,0.236,0.388,0.313,0.619,0.359,0.176,11,6.61,5.4,6.02,5.31
TCBIS0998,2.414,0.555,0.213,0.512,0.576,0.736,0.825,0.208,0.206,0.354,0.153,0.694,0.752,0.29,0.043,13,7.92,6.46,6.6,4.48
TCBIS0999,8.005,0.389,0.508,0.18,0.465,0.5,0.756,0.176,0.34,0.224,0.444,0.623,0.754,0.306,0.326,23,6.57,4.97,7.68,5.35
TCBIS1000,9.212,0.628,0.172,0.936,0.742,0.416,1.0,0.014,-0.452,-0.054,0.179,0.469,0.375,0.042,0.191,12,6.36,6.69,7.49,3.91
TCBIS1001,7.005,0.821,0.428,0.36,0.68,0.581,0.629,0.449,-0.099,0.081,0.367,0.678,0.317,0.435,0.254,24,6.47,4.71,5.22,5.83
TCBIS1002,8.451,0.051,0.494,0.316,0.488,0.409,0.561,0.48,0.06,0.592,0.401,0.451,0.899,0.215,0.228,10,5.28,5.41,5.41,6.5
TCBIS1003,7.018,0.482,0.467,0.432,0.427,0.643,0.77,0.249,-0.308,0.004,0.385,0.873,0.39,0.116,0.232,15,8.28,4.45,7.52,5.4
TCBIS1004,9.244,0.487,0.641,0.917,0.623,0.47,0.647,0.369,-0.387,0.448,0.488,0.617,0.137,0.062,0.205,22,7.16,7.56,6.11,5.97
TCBIS1005,1.857,0.829,0.579,0.444,0.45,0.749,0.638,0.438,-0.115,0.017,0.501,0.707,0.928,0.162,0.357,17,7.63,4.97,5.77,6.56
TCBIS1006,4.376,0.622,0.673,0.079,0.057,0.529,1.0,0.012,-0.233,0.397,0.589,0.499,0.768,0.125,0.434,23,6.48,3.01,6.93,6.59
TCBIS1007,4.501,0.412,0.404,0.136,0.082,0.636,1.0,0.001,0.521,-0.341,0.38,0.741,0.907,0.152,0.336,23,8.13,3.28,8.14,5.19
TCBIS1008,6.363,0.785,0.302,0.297,0.679,0.632,0.664,0.258,0.005,-0.027,0.224,0.743,0.797,0.133,0.079,12,7.14,6.63,5.31,4.85
TCBIS1009,10.216,0.217,0.59,0.847,0.625,0.249,0.966,0.081,-0.305,0.648,0.571,0.2,0.963,0.398,0.535,18,4.44,6.81,5.89,7.69
TCBIS1010,3.702,0.561,0.455,0.666,0.367,0.681,0.645,0.404,0.136,-0.27,0.473,0.716,0.683,0.061,0.505,21,8.12,6.0,7.14,6.48
TCBIS1011,10.428,0.279,0.54,0.72,0.826,0.506,0.692,0.342,-0.366,0.179,0.416,0.742,0.674,0.074,0.187,21,7.17,6.67,7.53,5.24
TCBIS1012,3.024,0.726,0.849,0.398,0.262,0.568,0.78,0.171,0.323,0.435,0.652,0.437,0.826,0.117,0.285,12,6.95,5.1,6.41,7.47
TCBIS1013,2.172,0.281,0.219,0.385,0.299,0.731,0.754,0.178,-0.037,0.464,0.202,0.724,0.779,0.014,0.169,21,8.77,4.36,6.73,4.57
TCBIS1014,7.858,0.806,0.318,0.747,0.696,0.47,0.831,0.154,-0.513,0.612,0.364,0.495,0.971,0.231,0.448,15,6.7,7.21,5.45,4.99
TCBIS1015,7.332,0.434,0.768,0.881,0.737,0.629,0.659,0.283,-0.08,0.566,0.651,0.797,0.285,0.083,0.433,24,7.5,7.92,8.43,7.29
TCBIS1016,4.834,0.2,0.741,0.925,0.513,0.563,1.0,0.014,0.106,0.241,0.494,0.51,0.635,0.288,0.036,16,7.19,7.7,5.39,5.65
TCBIS1017,1.784,0.55,0.526,0.761,0.545,0.713,0.991,0.035,-0.377,0.34,0.454,0.601,0.98,0.446,0.321,24,7.75,7.32,6.32,5.71
TCBIS1018,7.88,0.644,0.652,0.663,0.301,0.316,0.773,0.284,0.044,-0.069,0.485,0.241,0.232,0.542,0.176,20,4.86,5.65,5.81,6.58
TCBIS1019,6.415,0.517,0.374,0.248,0.227,0.513,0.566,0.476,-0.431,0.416,0.45,0.584,0.655,0.167,0.59,22,7.3,4.69,6.68,6.09
TCBIS1020,8.286,0.526,0.541,0.467,0.456,0.414,0.925,0.056,0.156,0.223,0.393,0.455,0.837,0.139,0.119,17,7.17,5.67,7.46,5.83
TCBIS1021,4.602,0.577,0.709,0.944,0.911,0.71,0.649,0.396,-0.5,-0.107,0.591,0.73,0.601,0.003,0.372,11,8.55,7.0,7.24,6.64
TCBIS1022,3.769,0.502,0.194,0.63,0.463,0.656,0.788,0.177,-0.494,0.342,0.255,0.644,0.769,0.203,0.368,14,7.57,5.92,7.42,5.13
TCBIS1023,2.128,0.336,0.236,0.382,0.45,0.645,0.873,0.161,-0.408,-0.111,0.322,0.496,0.623,0.139,0.482,24,7.81,5.22,5.5,4.64
TCBIS1024,9.553,0.847,0.391,0.621,0.57,0.227,0.554,0.5,-0.515,0.568,0.305,0.112,0.428,0.122,0.145,16,3.82,6.74,4.85,4.06
TCBIS1025,7.729,0.239,0.321,0.165,0.621,0.428,0.826,0.128,0.353,-0.299,0.219,0.408,0.748,0.219,0.029,21,5.82,3.87,6.37,4.73
TCBIS1026,1.715,0.407,0.458,0.542,0.434,0.603,0.785,0.203,-0.295,-0.071,0.406,0.375,0.573,0.15,0.31,21,7.56,5.45,8.05,5.24
TCBIS1027,2.841,0.721,0.266,0.249,0.573,0.499,0.569,0.395,0.228,0.444,0.195,0.199,0.876,0.223,0.062,20,5.88,6.06,4.6,4.73
TCBIS1028,7.485,0.164,0.44,0.244,0.32,0.589,0.853,0.192,-0.044,-0.079,0.36,0.813,0.782,0.208,0.21,20,7.63,3.92,6.69,4.5
TCBIS1029,4.77,0.65,0.704,0.928,0.48,0.682,0.949,0.06,0.197,0.614,0.532,0.776,0.836,0.026,0.214,12,8.36,7.63,6.74,6.95
TCBIS1030,6.832,0.441,0.565,0.751,0.345,0.557,0.968,0.073,0.229,0.387,0.413,0.686,0.698,0.095,0.132,17,6.99,6.22,7.49,6.25
TCBIS1031,8.205,0.326,0.103,0.352,0.337,0.478,0.727,0.218,0.179,0.066,0.09,0.619,0.485,0.673,0.066,22,5.6,4.84,5.28,3.76
TCBIS1032,1.463,0.046,0.714,0.709,0.83,0.841,0.884,0.113,0.465,-0.341,0.488,0.798,0.742,0.03,0.068,11,8.8,7.17,6.54,6.39
TCBIS1033,6.345,0.083,0.568,0.785,0.358,0.56,0.526,0.401,-0.287,-0.228,0.518,0.652,0.92,0.234,0.425,24,6.98,6.56,5.14,6.27
TCBIS1034,7.902,0.759,0.521,0.363,0.713,0.574,0.768,0.24,0.085,0.602,0.466,0.724,0.736,0.056,0.363,23,7.56,5.89,5.94,6.18
TCBIS1035,11.433,0.217,0.082,0.89,0.931,0.416,0.568,0.405,0.385,0.252,0.174,0.597,0.582,0.086,0.345,16,6.01,7.7,7.04,3.77
TCBIS1036,10.073,0.131,0.461,0.557,0.562,0.553,0.649,0.301,-0.372,-0.063,0.463,0.878,0.583,0.078,0.467,18,7.42,6.18,5.91,6.14
TCBIS1037,10.097,0.613,0.358,0.048,0.363,0.304,0.803,0.16,0.117,-0.307,0.454,0.371,0.518,0.115,0.633,14,5.94,3.86,6.92,5.26
TCBIS1038,1.112,0.713,0.597,0.506,0.479,0.838,0.52,0.556,-0.186,0.203,0.448,0.841,0.252,0.069,0.17,13,9.2,5.64,5.63,5.56
TCBIS1039,4.014,0.285,0.3,0.251,0.584,0.483,0.718,0.318,-0.537,-0.292,0.4,0.252,0.927,0.063,0.587,13,6.95,4.98,6.91,6.22
TCBIS1040,7.258,0.179,0.802,0.194,0.475,0.364,0.975,0.014,-0.149,0.233,0.58,0.261,0.534,0.248,0.168,22,5.86,4.8,5.6,7.35
TCBIS1041,8.057,0.221,0.12,0.616,0.533,0.503,0.736,0.336,0.019,0.394,0.116,0.618,0.623,0.137,0.108,10,6.63,5.9,6.81,3.71
TCBIS1042,4.979,0.447,0.389,0.601,0.455,0.572,0.439,0.624,-0.449,-0.3,0.278,0.553,0.767,0.038,0.073,17,6.59,5.31,6.58,5.51
TCBIS1043,8.237,0.716,0.316,0.524,0.275,0.478,0.58,0.401,-0.472,-0.335,0.322,0.634,0.481,0.147,0.332,15,6.59,5.64,6.18,4.83
TCBIS1044,3.786,0.321,0.486,0.306,0.284,0.735,0.873,0.175,0.316,-0.249,0.37,0.861,0.601,0.077,0.156,10,9.06,4.78,7.16,6.17
TCBIS1045,9.681,0.234,0.178,0.597,0.595,0.496,0.659,0.27,-0.529,-0.301,0.16,0.715,0.862,0.501,0.126,11,5.78,6.18,6.88,3.67
TCBIS1046,10.38,0.525,0.891,0.603,0.425,0.429,0.693,0.366,-0.228,-0.202,0.669,0.657,0.575,0.243,0.258,19,6.19,5.55,6.14,6.95
TCBIS1047,3.744,0.612,0.83,0.859,0.445,0.547,0.581,0.369,-0.125,0.061,0.729,0.405,0.637,0.196,0.542,16,7.43,7.1,5.85,7.7
TCBIS1048,6.925,0.523,0.504,0.756,0.55,0.513,0.904,0.161,0.53,-0.021,0.377,0.551,0.61,0.156,0.141,18,6.42,6.34,6.74,6.04
TCBIS1049,4.702,0.824,0.254,0.5,0.425,0.592,0.798,0.251,0.35,0.531,0.24,0.583,0.707,0.099,0.215,23,8.12,4.91,5.3,4.92
TCBIS1050,10.033,0.743,0.668,0.801,0.879,0.261,0.773,0.154,-0.42,0.442,0.46,0.157,0.519,0.383,0.074,19,3.85,6.67,5.05,6.57
TCBIS1051,4.138,0.343,0.348,0.801,0.637,0.775,0.757,0.198,0.176,-0.34,0.289,0.9,0.691,0.106,0.18,22,7.96,6.11,7.13,4.92
TCBIS1052,6.798,0.043,0.549,0.902,0.453,0.597,0.668,0.34,-0.541,0.397,0.488,0.749,0.519,0.215,0.376,16,6.91,6.89,5.18,6.0
TCBIS1053,7.933,0.472,0.263,0.537,0.533,0.485,0.843,0.09,0.058,-0.302,0.195,0.569,0.942,0.266,0.068,17,6.31,5.96,7.51,5.49
TCBIS1054,1.419,0.303,0.326,0.335,0.55,0.681,0.726,0.216,0.405,-0.278,0.295,0.501,0.732,0.13,0.238,14,7.19,5.35,6.17,5.04
